,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2024-01-11T00:10:24.9000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2024-01-11T00:10:28.7000000+00:00,11:56,Jump Ball Duren vs Duren (Champagnie gains possession),0,-80,0,0,0,0,0,10,1631105,1610612759,1631105,0,0,1630577,1610612759,60000,0,0
2,1,7,2024-01-11T00:10:40.9000000+00:00,11:43,[SAS 2-0] Jones Driving Layup Shot: Made (2 PTS) Assist: Wembanyama (1 AST),25,9,2,0,0,0,6,1,,1610612759,1630200,0,2,1641705,1610612759,70000,2,2
3,1,9,2024-01-11T00:10:59.2000000+00:00,11:25,[DET] Bogdanovic Step Back Jump shot: Missed,-109,4,2,0,0,0,80,2,,1610612765,202711,0,2,,1610612765,90000,0,2
4,1,10,2024-01-11T00:11:02.2000000+00:00,11:22,[SAS] Wembanyama Rebound (Off:0 Def:1),-109,4,0,0,0,0,0,4,,1610612759,1641705,0,2,,1610612765,100000,0,2
5,1,11,2024-01-11T00:11:08.6000000+00:00,11:15,[SAS 4-0] Jones Cutting Layup Shot: Made (4 PTS) Assist: Wembanyama (2 AST),-21,-5,2,0,0,0,98,1,,1610612759,1630200,0,4,1641705,1610612759,110000,2,4
6,1,13,2024-01-11T00:11:20.9000000+00:00,11:03,[DET] Ivey 3pt Shot: Missed,89,240,3,0,0,0,1,2,,1610612765,1631093,0,4,,1610612765,130000,0,4
7,1,14,2024-01-11T00:11:24.9000000+00:00,10:59,[SAS] Sochan Rebound (Off:0 Def:1),89,240,0,0,0,0,0,4,,1610612759,1631110,0,4,,1610612765,140000,0,4
8,1,15,2024-01-11T00:11:32.0000000+00:00,10:53,[SAS] Vassell 3pt Shot: Missed,229,134,3,0,0,0,1,2,,1610612759,1630170,0,4,,1610612759,150000,0,4
9,1,16,2024-01-11T00:11:34.0000000+00:00,10:51,[DET] Ivey Rebound (Off:0 Def:1),229,134,0,0,0,0,0,4,,1610612765,1631093,0,4,,1610612759,160000,0,4
