,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-12-20T00:35:35.4000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-12-20T00:35:38.1000000+00:00,11:56,Jump Ball Valanciunas vs Jackson Jr. (McCollum gains possession),0,-80,0,0,0,0,0,10,1628991,1610612740,202685,0,0,203468,1610612740,60000,0,0
2,1,7,2023-12-20T00:35:58.2000000+00:00,11:36,[NOP 2-0] Ingram Fadeaway Jump Shot: Made (2 PTS) Assist: Jones (1 AST),131,144,2,0,0,0,63,1,,1610612740,1627742,2,0,1630529,1610612740,70000,2,-2
3,1,9,2023-12-20T00:36:22.5000000+00:00,11:22,[NOP] Williamson Foul: Shooting (1 PF) (2 FTA) (Z Zarba),-50,54,0,0,2,0,2,6,1629630,1610612740,1629627,2,0,2534,1610612763,90000,0,-2
4,1,11,2023-12-20T00:36:37.6000000+00:00,11:22,[MEM 1-2] Morant Free Throw 1 of 2 (1 PTS),0,-80,1,0,1,0,11,3,,1610612763,1629630,2,1,,1610612763,110000,1,-1
5,1,12,2023-12-20T00:36:37.6000000+00:00,11:22,[MEM] Morant Free Throw 2 of 2 Missed,0,-80,2,0,0,0,12,3,,1610612763,1629630,2,1,,1610612763,120000,0,-1
6,1,13,2023-12-20T00:36:40.6000000+00:00,11:19,[NOP] Valanciunas Rebound (Off:0 Def:1),0,-80,0,0,0,0,0,4,,1610612740,202685,2,1,,1610612763,120001,0,-1
7,1,14,2023-12-20T00:37:03.9000000+00:00,11:10,[NOP] McCollum Driving Layup Shot: Missed Block: Williams Jr. (1 BLK),-16,18,2,0,0,0,6,2,1631246,1610612740,203468,2,1,,1610612740,140000,0,-1
8,1,16,2023-12-20T00:37:07.9000000+00:00,11:06,[MEM] Williams Jr. Rebound (Off:0 Def:1),-16,18,0,0,0,0,0,4,,1610612763,1631246,2,1,,1610612740,160000,0,-1
9,1,17,2023-12-20T00:37:13.7000000+00:00,11:00,[MEM] Bane Layup Shot: Missed,45,16,2,0,0,0,5,2,,1610612763,1630217,2,1,,1610612763,170000,0,-1
10,1,18,2023-12-20T00:37:13.7000000+00:00,11:00,[MEM] Team Rebound,45,16,1,0,0,0,0,4,,1610612763,0,2,1,,1610612763,180000,0,-1
11,1,21,2023-12-20T00:37:23.5000000+00:00,11:00,[MEM] Bane Turnover : Traveling (1 TO),9,62,0,0,0,0,4,5,,1610612763,1630217,2,1,1193,1610612763,185000,0,-1
